"","rating_id","candidate_id","sig_id","rating","rating_name","timespan","rating_text","category_id_1","category_name_1","category_id_2","category_name_2","category_id_3","category_name_3","category_id_4","category_name_4","category_id_5","category_name_5"
"453","7393","28253","922","100","Positions","2014","Representative Raul Grijalva supported the interests of the National Parks Conservation Association 100 percent in 2014.","30","Environment",NA,NA,NA,NA,NA,NA,NA,NA
"454","7434","28253","2322","100","National Immigration Scorecard","2014","Representative Raul Grijalva supported the interests of the Hispanic Federation, LCLAA, LULAC, Mi Familia Vota, NCLR, and Voto Latino 100 percent in 2014.","13","Civil Liberties and Civil Rights","40","Immigration",NA,NA,NA,NA,NA,NA
"455","7511","28253","38","0","Positions (House Only)","2014","Representative Raul Grijalva supported the interests of the American Congress of Obstetricians and Gynecologists 0 percent in 2014.","38","Health and Health Care","68","Women",NA,NA,NA,NA,NA,NA
"456","7512","28253","793","0","Positions (House Only)","2014","Representative Raul Grijalva supported the interests of the Americans United for the Separation of Church and State 0 percent in 2014.","107","Religion",NA,NA,NA,NA,NA,NA,NA,NA
"457","7575","28253","2367","100","Positions","2014","Representative Raul Grijalva supported the interests of the Stonewall Democrats of Arizona 100 percent in 2014.","3","Employment and Affirmative Action","31","Family","38","Health and Health Care","76","Sexual Orientation and Gender Identity",NA,NA
"458","7614","28253","2401","100","Positions","2014","Representative Raul Grijalva supported the interests of the Stand Against Spying 100 percent in 2014.","13","Civil Liberties and Civil Rights",NA,NA,NA,NA,NA,NA,NA,NA
"459","7622","28253","2404","25","Positions","2014","Representative Raul Grijalva supported the interests of the Liberty Guard 25 percent in 2014.","13","Civil Liberties and Civil Rights",NA,NA,NA,NA,NA,NA,NA,NA
"460","7628","28253","2409","55","Positions","2014","Representative Raul Grijalva supported the interests of the Liberty for All 55 percent in 2014.","13","Civil Liberties and Civil Rights",NA,NA,NA,NA,NA,NA,NA,NA
"461","7633","28253","2412","27","Positions","2014","Representative Raul Grijalva supported the interests of the Conservative Review 27 percent in 2014.","17","Conservative",NA,NA,NA,NA,NA,NA,NA,NA
"462","7656","28253","2171","95","Positions","2014","Representative Raul Grijalva supported the interests of the Food Policy Action 95 percent in 2014.","4","Agriculture and Food","5","Animals and Wildlife","30","Environment","88","Food Processing and Sales","38","Health and Health Care"
"463","7663","28253","1343","70","Positions","2014","Representative Raul Grijalva supported the interests of the Federally Employed Women 70 percent in 2014.","3","Employment and Affirmative Action","68","Women",NA,NA,NA,NA,NA,NA
"464","7687","28253","1658","30","Positions","2014","Representative Raul Grijalva supported the interests of the FreedomWorks 30 percent in 2014.","36","Government Operations","111","Taxes",NA,NA,NA,NA,NA,NA
"465","7700","28253","1781","90","Positions","2014","Representative Raul Grijalva supported the interests of the Sargent Shriver National Center on Poverty Law 90 percent in 2014.","83","Entitlements and the Safety Net","67","Unemployed and Low-Income",NA,NA,NA,NA,NA,NA
"466","7708","28253","1734","17","Positions","2014","Representative Raul Grijalva supported the interests of the The Club for Growth 17 percent in 2014.","90","Government Budget and Spending","111","Taxes",NA,NA,NA,NA,NA,NA
"467","7709","28253","1734","8","Lifetime Positions","2014","Representative Raul Grijalva supported the interests of the The Club for Growth 8 percent in 2014.","90","Government Budget and Spending","111","Taxes",NA,NA,NA,NA,NA,NA
"468","7720","28253","1016","100","Positions","2014","Representative Raul Grijalva supported the interests of the NARAL Pro-Choice America 100 percent in 2014.","2","Abortion",NA,NA,NA,NA,NA,NA,NA,NA
"469","7752","28253","1467","0","Positions","2014","Representative Raul Grijalva supported the interests of the Christian Coalition of America 0 percent in 2014.","31","Family","107","Religion","109","Socially Conservative",NA,NA,NA,NA
"470","7826","28253","1598","100","Positions","2014","Representative Raul Grijalva supported the interests of the American Federation of Government Employees 100 percent in 2014.","43","Labor Unions",NA,NA,NA,NA,NA,NA,NA,NA
"471","7840","28253","978","100","Positions","2014","Representative Raul Grijalva supported the interests of the Americans for Democratic Action (ADA) 100 percent in 2014.","45","Liberal","110","Socially Liberal",NA,NA,NA,NA,NA,NA
"472","7854","28253","2418","50","Positions","2014","Representative Raul Grijalva supported the interests of the EarthRights International 50 percent in 2014.","13","Civil Liberties and Civil Rights","30","Environment",NA,NA,NA,NA,NA,NA
"473","8537","28253","1221","0","Positions","2014","Representative Raul Grijalva supported the interests of the Sportsmen's and Animal Owners' Voting Alliance 0 percent in 2014.","5","Animals and Wildlife",NA,NA,NA,NA,NA,NA,NA,NA
"474","8555","28253","1226","90","Positions","2014","Representative Raul Grijalva supported the interests of the Gun Owners of America 90 percent in 2014.","37","Guns",NA,NA,NA,NA,NA,NA,NA,NA
"475","8595","28253","1481","12","Positions","2014","Representative Raul Grijalva supported the interests of the American Conservative Union (ACU) 12 percent in 2014.","17","Conservative",NA,NA,NA,NA,NA,NA,NA,NA
"476","8596","28253","1481","5","Lifetime Positions","2014","Representative Raul Grijalva supported the interests of the American Conservative Union (ACU) 5 percent in 2014.","17","Conservative",NA,NA,NA,NA,NA,NA,NA,NA
"477","8615","28253","1161","100","Positions","2014","Representative Raul Grijalva supported the interests of the American Federation of Labor and Congress of Industrial Organizations (AFL-CIO) 100 percent in 2014.","43","Labor Unions",NA,NA,NA,NA,NA,NA,NA,NA
"478","8616","28253","1161","98","Lifetime Score","2014","Representative Raul Grijalva supported the interests of the American Federation of Labor and Congress of Industrial Organizations (AFL-CIO) 98 percent in 2014.","43","Labor Unions",NA,NA,NA,NA,NA,NA,NA,NA
"479","8707","28253","755","26","Lifetime Positions","2014","Representative Raul Grijalva supported the interests of the United States Chamber of Commerce 26 percent in 2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"480","8711","28253","755","29","Positions","2014","Representative Raul Grijalva supported the interests of the United States Chamber of Commerce 29 percent in 2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"481","8867","28253","13","2","Positions","2014","Representative Raul Grijalva supported the interests of the Council for Citizens Against Government Waste 2 percent in 2014.","90","Government Budget and Spending","36","Government Operations",NA,NA,NA,NA,NA,NA
"482","8931","28253","80","75","Positions","2014","In 2014 Secular Coalition for America gave Representative Raul Grijalva a rating of 75.","107","Religion",NA,NA,NA,NA,NA,NA,NA,NA
"483","8954","28253","1084","90","Positions","2014",NA,"107","Religion",NA,NA,NA,NA,NA,NA,NA,NA
"484","9324","28253","766","0","Positions","2014","Representative Raul Grijalva supported the interests of the American Library Association 0 percent in 2014.","7","Arts, Entertainment, and History","27","Education",NA,NA,NA,NA,NA,NA
"485","9480","28253","77","0","Positions","2014","Representative Raul Grijalva supported the interests of the Competitive Enterprise Institute 0 percent in 2014.","86","Fiscally Conservative",NA,NA,NA,NA,NA,NA,NA,NA
"486","9482","28253","1826","100","Positions","2014","Representative Raul Grijalva supported the interests of the Environment America 100 percent in 2014.","30","Environment",NA,NA,NA,NA,NA,NA,NA,NA
"487","9488","28253","1012","95","Lifetime Positions","2014","Representative Raul Grijalva supported the interests of the League of Conservation Voters 95 percent in 2014.","30","Environment",NA,NA,NA,NA,NA,NA,NA,NA
"488","9490","28253","956","100","Positions (Preliminary)","2014","Representative Raul Grijalva supported the interests of the UnidosUS 100 percent in 2014.","13","Civil Liberties and Civil Rights","40","Immigration",NA,NA,NA,NA,NA,NA
"489","9498","28253","959","100","Lifetime Score","2014","Representative Raul Grijalva supported the interests of the Alliance for Retired Americans 100 percent in 2014.","83","Entitlements and the Safety Net","53","Senior Citizens",NA,NA,NA,NA,NA,NA
"490","9499","28253","959","100","Positions","2014","Representative Raul Grijalva supported the interests of the Alliance for Retired Americans 100 percent in 2014.","83","Entitlements and the Safety Net","53","Senior Citizens",NA,NA,NA,NA,NA,NA
"491","9822","28253","2495","100","Positions","2014","Representative Raul Grijalva supported the interests of the National Treasury Employees Union 100 percent in 2014","84","Finance and Banking","90","Government Budget and Spending","43","Labor Unions","85","Monetary Policy",NA,NA
"492","9835","28253","1254","100","Positions","2014","Representative Raul Grijalva supported the interests of the American Federation of State, County & Municipal Employees (AFSCME) 100 percent in 2014.","43","Labor Unions",NA,NA,NA,NA,NA,NA,NA,NA
"493","10121","28253","2436","100","Positions","2014","Representative Raul Grijalva supported the interests of the Americans for Safe Access 100 percent in 2014.","101","Marijuana",NA,NA,NA,NA,NA,NA,NA,NA
"494","11252","28253","1425","100","Positions","2014","Representative Raul Grijalva supported the interests of the Americans for the Arts Action Fund 100 percent in 2014.","7","Arts, Entertainment, and History",NA,NA,NA,NA,NA,NA,NA,NA
"495","11398","28253","2866","70","Positions","2014","Representative Raul Grijalva supported the interests of the Freedom First Society 70 percent in 2014.","81","Constitution","36","Government Operations",NA,NA,NA,NA,NA,NA
"496","6727","28253","2167","98","Positions (All Votes)","2013-2014","Representative Raul Grijalva supported the interests of the Progressive Punch 98 percent in 2013-2014.","87","Fiscally Liberal","110","Socially Liberal",NA,NA,NA,NA,NA,NA
"497","6728","28253","2167","98","Lifetime Positions (All Votes)","2013-2014","Representative Raul Grijalva supported the interests of the Progressive Punch 98 percent in 2013-2014.","87","Fiscally Liberal","110","Socially Liberal",NA,NA,NA,NA,NA,NA
"498","6729","28253","2167","95","Positions (Crucial Votes)","2013-2014","Representative Raul Grijalva supported the interests of the Progressive Punch 95 percent in 2013-2014.","87","Fiscally Liberal","110","Socially Liberal",NA,NA,NA,NA,NA,NA
"499","6730","28253","2167","96","Lifetime Positions (Crucial Votes)","2013-2014","Representative Raul Grijalva supported the interests of the Progressive Punch 96 percent in 2013-2014.","87","Fiscally Liberal","110","Socially Liberal",NA,NA,NA,NA,NA,NA
"500","7295","28253","101","90","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Council for a Livable World 90 percent in 2013-2014.","22","Defense","32","Foreign Affairs","61","National Security",NA,NA,NA,NA
"501","7297","28253","1074","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the International Brotherhood of Electrical Workers (IBEW) 100 percent in 2013-2014.","43","Labor Unions",NA,NA,NA,NA,NA,NA,NA,NA
"502","7298","28253","1074","95","Lifetime Positions","2013-2014","Representative Raul Grijalva supported the interests of the International Brotherhood of Electrical Workers (IBEW) 95 percent in 2013-2014.","43","Labor Unions",NA,NA,NA,NA,NA,NA,NA,NA
"503","7300","28253","1513","14","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Eagle Forum 14 percent in 2013-2014.","17","Conservative","31","Family","109","Socially Conservative",NA,NA,NA,NA
"504","7302","28253","503","36","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Associated General Contractors of America 36 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"505","7303","28253","503","38","Lifetime Scores","2013-2014","Representative Raul Grijalva supported the interests of the Associated General Contractors of America 38 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"506","7304","28253","503","88","Lifetime Scores (Infrastructure)","2013-2014","Representative Raul Grijalva supported the interests of the Associated General Contractors of America 88 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"507","7305","28253","503","22","Lifetime Scores (Taxes)","2013-2014","Representative Raul Grijalva supported the interests of the Associated General Contractors of America 22 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"508","7306","28253","503","11","Lifetime Scores (Labor)","2013-2014","Representative Raul Grijalva supported the interests of the Associated General Contractors of America 11 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"509","7309","28253","503","0","Lifetime Scores (Environment)","2013-2014","Representative Raul Grijalva supported the interests of the Associated General Contractors of America 0 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"510","7310","28253","54","33","Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Association for College Admission Counseling (NACAC) 33 percent in 2013-2014.","93","Higher Education",NA,NA,NA,NA,NA,NA,NA,NA
"511","7315","28253","401","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Breast Cancer Coalition (NBCC) 100 percent in 2013-2014.","38","Health and Health Care",NA,NA,NA,NA,NA,NA,NA,NA
"512","7317","28253","504","12","Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Association of Manufacturers 12 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"513","7331","28253","1501","30","Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Small Business Association (NSBA) 30 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"514","7335","28253","503","33","Lifetime Scores (Other)","2013-2014","Representative Raul Grijalva supported the interests of the Associated General Contractors of America 33 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"515","7344","28253","471","50","Positions: Labor","2013-2014","Representative Raul Grijalva supported the interests of the National Retail Federation (NRF) 50 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"516","7345","28253","471","0","Positions (Healthcare)","2013-2014","Representative Raul Grijalva supported the interests of the National Retail Federation (NRF) 0 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"517","7346","28253","471","0","Positions: Budget/Tax","2013-2014","Representative Raul Grijalva supported the interests of the National Retail Federation (NRF) 0 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"518","7347","28253","1695","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the International Warehouse Logistics Association 100 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"519","7390","28253","2319","0","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Workplace Choice 0 percent in 2013-2014.","43","Labor Unions",NA,NA,NA,NA,NA,NA,NA,NA
"520","7578","28253","2368","0","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Family Policy Alliance 0 percent in 2013-2014.","2","Abortion","31","Family","107","Religion",NA,NA,NA,NA
"521","7581","28253","230","57","Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Electrical Contractors Association 57 percent in 2013-2014.","11","Business and Consumers","41","Technology and Communication",NA,NA,NA,NA,NA,NA
"522","7615","28253","330","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Hispanic Leadership Agenda 100 percent in 2013-2014.","40","Immigration",NA,NA,NA,NA,NA,NA,NA,NA
"523","7626","28253","447","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Active and Retired Federal Employees Association 100 percent in 2013-2014.","3","Employment and Affirmative Action","53","Senior Citizens",NA,NA,NA,NA,NA,NA
"524","7627","28253","2407","54","Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Association of Police Organizations 54 percent in 2013-2014.","20","Criminal Justice","61","National Security",NA,NA,NA,NA,NA,NA
"525","7629","28253","2411","62","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Muslim Public Affairs Council 62 percent in 2013-2014.","107","Religion",NA,NA,NA,NA,NA,NA,NA,NA
"526","7630","28253","23","0","Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Tax Limitation Committee 0 percent in 2013-2014.","86","Fiscally Conservative","111","Taxes",NA,NA,NA,NA,NA,NA
"527","7631","28253","169","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Leadership Conference on Civil and Human Rights 100 percent in 2013-2014.","13","Civil Liberties and Civil Rights",NA,NA,NA,NA,NA,NA,NA,NA
"528","7632","28253","725","15","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Center for Security Policy 15 percent in 2013-2014.","22","Defense","47","Military Personnel","61","National Security",NA,NA,NA,NA
"529","7639","28253","2413","16","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Metals Service Center Institute 16 percent in 2013-2014.","11","Business and Consumers","63","Trade",NA,NA,NA,NA,NA,NA
"530","7640","28253","2025","0","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Faith and Freedom Coalition 0 percent in 2013-2014.","17","Conservative",NA,NA,NA,NA,NA,NA,NA,NA
"531","7662","28253","233","25","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Financial Executives International 25 percent in 2013-2014.","84","Finance and Banking",NA,NA,NA,NA,NA,NA,NA,NA
"532","7673","28253","164","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the American Association of University Women 100 percent in 2013-2014.","93","Higher Education","68","Women",NA,NA,NA,NA,NA,NA
"533","7684","28253","471","0","Positions (Legal Reform)","2013-2014","Representative Raul Grijalva supported the interests of the National Retail Federation (NRF) 0 percent in 2013-2014.","11","Business and Consumers","99","Legal",NA,NA,NA,NA,NA,NA
"534","7685","28253","471","8","Lifetime Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Retail Federation (NRF) 8 percent in 2013-2014.","11","Business and Consumers","99","Legal",NA,NA,NA,NA,NA,NA
"535","7694","28253","1834","0","Conservative Action Score","2013-2014","In 2013-2014 Progressive Patriots Fund gave Representative Raul Grijalva a Conservative Action Score of 0.","17","Conservative","81","Constitution",NA,NA,NA,NA,NA,NA
"536","7698","28253","1744","90","Positions","2013-2014","Representative Raul Grijalva supported the interests of the RESULTS 90 percent in 2013-2014.","67","Unemployed and Low-Income",NA,NA,NA,NA,NA,NA,NA,NA
"537","7699","28253","1294","5","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Small Business & Entrepreneurship Council 5 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"538","7701","28253","2319","0","Positions (113th Congress, full session)","2013-2014","Representative Raul Grijalva supported the interests of the Workplace Choice 0 percent in 2013-2014.","43","Labor Unions",NA,NA,NA,NA,NA,NA,NA,NA
"539","7705","28253","990","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Washington Report on Middle East Affairs (WRMEA) 100 percent in 2013-2014.","32","Foreign Affairs",NA,NA,NA,NA,NA,NA,NA,NA
"540","7712","28253","122","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Brady Campaign to Prevent Gun Violence 100 percent in 2013-2014.","79","Campaign Finance","37","Guns",NA,NA,NA,NA,NA,NA
"541","7713","28253","252","0","Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Right to Life Committee 0 percent in 2013-2014.","2","Abortion",NA,NA,NA,NA,NA,NA,NA,NA
"542","7715","28253","1788","16","Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Lumber and Building Material Dealers Association 16 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"543","7717","28253","1627","48","Positions","2013-2014","Representative Raul Grijalva supported the interests of the The John Birch Society 48 percent in 2013-2014.","17","Conservative","107","Religion","109","Socially Conservative",NA,NA,NA,NA
"544","7719","28253","933","0","Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Federation of Independent Business (NFIB) 0 percent in 2013-2014.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"545","7796","28253","2171","95","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Food Policy Action 95 percent in 2013-2014.","4","Agriculture and Food","5","Animals and Wildlife","30","Environment","88","Food Processing and Sales","38","Health and Health Care"
"546","8567","28253","22","0","Positions","2013-2014","Representative Raul Grijalva supported the interests of the American Forest and Paper Association 0 percent in 2013-2014.","11","Business and Consumers","30","Environment",NA,NA,NA,NA,NA,NA
"547","8571","28253","1378","88","Positions","2013-2014","Representative Raul Grijalva supported the interests of the American Civil Liberties Union (ACLU) 88 percent in 2013-2014.","13","Civil Liberties and Civil Rights",NA,NA,NA,NA,NA,NA,NA,NA
"548","8578","28253","1015","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Education Association 100 percent in 2013-2014.","93","Higher Education","98",NA,NA,NA,NA,NA,NA,NA
"549","8578","28253","1015","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Education Association 100 percent in 2013-2014.","93","Higher Education","K-12 Education",NA,NA,NA,NA,NA,NA,NA
"550","8597","28253","1855","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the The Public Affairs Alliance of Iranian Americans 100 percent in 2013-2014.","40","Immigration",NA,NA,NA,NA,NA,NA,NA,NA
"551","8614","28253","1542","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the American Immigration Lawyers Association 100 percent in 2013-2014.","40","Immigration","99","Legal",NA,NA,NA,NA,NA,NA
"552","8661","28253","2419","54","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Bill Stamp 54 percent in 2013-2014.","107","Religion",NA,NA,NA,NA,NA,NA,NA,NA
"553","8666","28253","300","0","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Federation for American Immigration Reform 0 percent in 2013-2014.","40","Immigration",NA,NA,NA,NA,NA,NA,NA,NA
"554","8838","28253","926","77","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Bread for the World 77 percent in 2013-2014.","89","Foreign Aid","107","Religion","67","Unemployed and Low-Income",NA,NA,NA,NA
"555","8861","28253","674","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Humane Society Legislative Fund 100 percent in 2013-2014.","5","Animals and Wildlife",NA,NA,NA,NA,NA,NA,NA,NA
"556","8925","28253","1420","71","Positions","2013-2014","In 2013-2014 Armenian National Committee of America gave Representative Raul Grijalva a rating of 71.","32","Foreign Affairs","40","Immigration",NA,NA,NA,NA,NA,NA
"557","8927","28253","1086","0","Positions","2013-2014","In 2013-2014 Campaign for Working Families gave Representative Raul Grijalva a rating of 0.","2","Abortion","17","Conservative","31","Family","109","Socially Conservative",NA,NA
"558","8929","28253","2074","70","Positions","2013-2014","In 2013-2014 American Council of Engineering Companies gave Representative Raul Grijalva a rating of 70.","11","Business and Consumers",NA,NA,NA,NA,NA,NA,NA,NA
"559","8942","28253","1002","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the International Brotherhood of Teamsters 100 percent in 2013-2014.","43","Labor Unions",NA,NA,NA,NA,NA,NA,NA,NA
"560","9011","28253","1574","100","Positions","2013-2014",NA,"5","Animals and Wildlife",NA,NA,NA,NA,NA,NA,NA,NA
"561","9487","28253","1012","94","Positions","2013-2014","Representative Raul Grijalva supported the interests of the League of Conservation Voters 94 percent in 2013-2014.","30","Environment",NA,NA,NA,NA,NA,NA,NA,NA
"562","9493","28253","1256","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Human Rights Campaign 100 percent in 2013-2014.","13","Civil Liberties and Civil Rights","76","Sexual Orientation and Gender Identity",NA,NA,NA,NA,NA,NA
"563","9607","28253","1155","0","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Information Technology Industry Council 0 percent in 2013-2014.","41","Technology and Communication",NA,NA,NA,NA,NA,NA,NA,NA
"564","9727","28253","2566","10","Positions","2013-2014","Representative Raul Grijalva supported the interests of the The Lugar Center 10 percent in 2013-2014.","36","Government Operations",NA,NA,NA,NA,NA,NA,NA,NA
"565","9811","28253","668","11","Positions","2013-2014","Representative Raul Grijalva supported the interests of the American Security Council Foundation 11 percent in 2013-2014.","27","Education","32","Foreign Affairs","61","National Security",NA,NA,NA,NA
"566","10175","28253","2402","100","Positions","2013-2014","Representative Raul Grijalva supported the interests of the National Iranian American Council 100 percent in 2013-2014.","40","Immigration","61","National Security",NA,NA,NA,NA,NA,NA
"567","10211","28253","2231","0","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Family Research Council (FRC) Action 0 percent in 2013-2014.","31","Family",NA,NA,NA,NA,NA,NA,NA,NA
"568","10304","28253","2654","20","Positions","2013-2014","Bsed on legislative votes, sponsorship of legislation not voted upon, and endorsements of special dear colleague letters that the American Bakers Association considered to be the most important in 2013-2014, Representative Raul Grijalva supported their preferred position 20 percent of the time.","4","Agriculture and Food",NA,NA,NA,NA,NA,NA,NA,NA
"569","10663","28253","1834","88","Liberal Action Score","2013-2014","Representative Raul Grijalva supported the interests of the Progressive Patriots Fund 88 percent in 2013-2014.","45","Liberal",NA,NA,NA,NA,NA,NA,NA,NA
"570","10667","28253","1461","100","Lifetime Positions","2013-2014","Representative Raul Grijalva supported the interests of the Public Citizen 100 percent in 2013-2014.","63","Trade",NA,NA,NA,NA,NA,NA,NA,NA
"571","13093","28253","2439","0","Positions","2013-2014","Representative Raul Grijalva supported the interests of the Independent Petroleum Association of America 0 percent in 2013-2014.","104","Oil and Gas",NA,NA,NA,NA,NA,NA,NA,NA
"572","7710","28253","122","100","Brady Gun Violence Lap Dog Rating: Gun Lobby Independence","1990-2014","Representative Raul Grijalva supported the interests of the Brady Campaign to Prevent Gun Violence 100 percent in 1990-2014.","79","Campaign Finance","37","Guns",NA,NA,NA,NA,NA,NA
"573","6598","28253","1985","1","Lifetime Positions","2013","Bsed on legislative votes, sponsorship of legislation not voted upon, and endorsements of special dear colleague letters that the NumbersUSA considered to be the most important in 2013, Representative Raul Grijalva supported their preferred position 1 percent of the time.","40","Immigration",NA,NA,NA,NA,NA,NA,NA,NA
"574","6610","28253","1578","100","Lifetime Positions [02-2013]","2013","Planned Parenthood, 2013, Representative Raul Grijalva supported the interests of the Planned Parenthood Action Fund 100 percent in 2013.","38","Health and Health Care","75","Reproduction",NA,NA,NA,NA,NA,NA
"575","6857","28253","77","0","Workplace Choice (August, 2013)","2013","Representative Raul Grijalva supported the interests of the Competitive Enterprise Institute 0 percent in 2013.","3","Employment and Affirmative Action","86","Fiscally Conservative",NA,NA,NA,NA,NA,NA
"576","6933","28253","1627","30","Positions","2013","Representative Raul Grijalva supported the interests of the The John Birch Society 30 percent in 2013.","17","Conservative","107","Religion","109","Socially Conservative",NA,NA,NA,NA
"577","7078","28253","1658","33","Positions","2013","Representative Raul Grijalva supported the interests of the FreedomWorks 33 percent in 2013.","86","Fiscally Conservative","111","Taxes",NA,NA,NA,NA,NA,NA
"578","7089","28253","252","0","Positions","2013","Representative Raul Grijalva supported the interests of the National Right to Life Committee 0 percent in 2013.","2","Abortion","38","Health and Health Care",NA,NA,NA,NA,NA,NA
"579","7107","28253","1513","0","Positions","2013","Representative Raul Grijalva supported the interests of the Eagle Forum 0 percent in 2013.","17","Conservative","31","Family","109","Socially Conservative",NA,NA,NA,NA
"580","7109","28253","793","0","Positions","2013","Representative Raul Grijalva supported the interests of the Americans United for the Separation of Church and State 0 percent in 2013.","107","Religion",NA,NA,NA,NA,NA,NA,NA,NA
"581","7111","28253","1456","43","Positions (House only)","2013","Representative Raul Grijalva supported the interests of the American Veterans 43 percent in 2013.","66","Veterans",NA,NA,NA,NA,NA,NA,NA,NA
"582","7112","28253","926","80","Positions","2013","Representative Raul Grijalva supported the interests of the Bread for the World 80 percent in 2013.","89","Foreign Aid","107","Religion","67","Unemployed and Low-Income",NA,NA,NA,NA
"583","7115","28253","1012","89","Positions","2013","Representative Raul Grijalva supported the interests of the League of Conservation Voters 89 percent in 2013.","30","Environment",NA,NA,NA,NA,NA,NA,NA,NA
"584","7116","28253","1773","0","Positions","2013","Representative Raul Grijalva supported the interests of the International Foodservice Distributors Association 0 percent in 2013.","88","Food Processing and Sales","43","Labor Unions",NA,NA,NA,NA,NA,NA
"585","7118","28253","2171","92","Positions","2013","Representative Raul Grijalva supported the interests of the Food Policy Action 92 percent in 2013.","4","Agriculture and Food","5","Animals and Wildlife","30","Environment","88","Food Processing and Sales","38","Health and Health Care"
"586","7119","28253","169","100","Positions","2013","Representative Raul Grijalva supported the interests of the Leadership Conference on Civil and Human Rights 100 percent in 2013.","13","Civil Liberties and Civil Rights",NA,NA,NA,NA,NA,NA,NA,NA
"587","7123","28253","1343","100","Positions","2013","Representative Raul Grijalva supported the interests of the Federally Employed Women 100 percent in 2013.","3","Employment and Affirmative Action","68","Women",NA,NA,NA,NA,NA,NA
"588","7124","28253","1868","86","Liberal on Economic Policy","2013","According to the National Journal's calculations, in 2013, Representative Raul Grijalva voted more liberal on economic policy issues than 86 percent of the Representatives.","82","Economy and Fiscal","45","Liberal",NA,NA,NA,NA,NA,NA
